OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20171023:110500:SR:VT:002,Sample-Routine,Water,,43031,0.461805556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892121351,,,Chlorophyll a,Unfiltered,37.78860949,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20171023%3A110500%3ASR%3AVT%3A002/results/892121351/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:37,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20170717:112500:SR:VT:002,Sample-Routine,Water,,42933,0.475694444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892118919,,,Chlorophyll a,Unfiltered,250.4864966,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20170717%3A112500%3ASR%3AVT%3A002/results/892118919/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:20,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20170919:111300:SR:VT:002,Sample-Routine,Water,,42997,0.467361111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892120338,,,Chlorophyll a,Unfiltered,91.82746394,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20170919%3A111300%3ASR%3AVT%3A002/results/892120338/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:30,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20170508:113000:SR:VT:002,Sample-Routine,Water,,42863,0.479166667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892116925,,,Chlorophyll a,Unfiltered,8.921443778,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20170508%3A113000%3ASR%3AVT%3A002/results/892116925/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:04,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20170314:094500:SR:VT:002,Sample-Routine,Water,,42808,0.40625,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892116254,,,Chlorophyll a,Unfiltered,36.66768381,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20170314%3A094500%3ASR%3AVT%3A002/results/892116254/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:00,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20170522:143500:SR:VT:002,Sample-Routine,Water,,42877,0.607638889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892117345,,,Chlorophyll a,Unfiltered,9.308701483,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20170522%3A143500%3ASR%3AVT%3A002/results/892117345/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:07,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0010:20170501:141000:SR:VT:002,Sample-Routine,Water,,42856,0.590277778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0010,AGENCY LAKE SOUTH,,,,,42.523583,-121.984278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892116426,,,Chlorophyll a,Unfiltered,7.433848397,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0010%3A20170501%3A141000%3ASR%3AVT%3A002/results/892116426/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:01,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20170619:125500:SR:VT:002,Sample-Routine,Water,,42905,0.538194444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892118195,,,Chlorophyll a,Unfiltered,54.70464458,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20170619%3A125500%3ASR%3AVT%3A002/results/892118195/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:13,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0010:20170717:141300:SR:VT:002,Sample-Routine,Water,,42933,0.592361111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0010,AGENCY LAKE SOUTH,,,,,42.523583,-121.984278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892118943,,,Chlorophyll a,Unfiltered,319.5609249,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0010%3A20170717%3A141300%3ASR%3AVT%3A002/results/892118943/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:20,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002:20170705:101000:SR:VT:002,Sample-Routine,Water,,42921,0.423611111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,,,,,42.241722,-121.822306,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892118553,,,Chlorophyll a,Unfiltered,153.3700212,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0002%3A20170705%3A101000%3ASR%3AVT%3A002/results/892118553/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:16,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20170410:101500:SR:VT:002,Sample-Routine,Water,,42835,0.427083333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892116332,,,Chlorophyll a,Unfiltered,4.74252972,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20170410%3A101500%3ASR%3AVT%3A002/results/892116332/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:00,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0008:20170919:130000:SR:VT:002,Sample-Routine,Water,,42997,0.541666667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0008,UPPER KLAMATH LAKE AT MID-LAKE NORTH,,,,,42.441361,-121.998833,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892120354,,,Chlorophyll a,Unfiltered,104.6531001,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0008%3A20170919%3A130000%3ASR%3AVT%3A002/results/892120354/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:30,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002:20171023:101500:SR:VT:002,Sample-Routine,Water,,43031,0.427083333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,,,,,42.241722,-121.822306,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892121311,,,Chlorophyll a,Unfiltered,16.36824325,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0002%3A20171023%3A101500%3ASR%3AVT%3A002/results/892121311/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:36,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20170619:104200:SR:VT:002,Sample-Routine,Water,,42905,0.445833333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892118211,,,Chlorophyll a,Unfiltered,73.3570601,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20170619%3A104200%3ASR%3AVT%3A002/results/892118211/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:13,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0010:20170508:142400:SR:VT:002,Sample-Routine,Water,,42863,0.6,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0010,AGENCY LAKE SOUTH,,,,,42.523583,-121.984278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892116885,,,Chlorophyll a,Unfiltered,5.692077577,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0010%3A20170508%3A142400%3ASR%3AVT%3A002/results/892116885/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:04,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20170717:143600:SR:VT:002,Sample-Routine,Water,,42933,0.608333333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892118927,,,Chlorophyll a,Unfiltered,260.4069626,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20170717%3A143600%3ASR%3AVT%3A002/results/892118927/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:20,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20171009:110000:SR:VT:002,Sample-Routine,Water,,43017,0.458333333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892121038,,,Chlorophyll a,Unfiltered,46.10253759,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20171009%3A110000%3ASR%3AVT%3A002/results/892121038/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:34,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20170619:113500:SR:VT:002,Sample-Routine,Water,,42905,0.482638889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892118147,,,Chlorophyll a,Unfiltered,13.33400735,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20170619%3A113500%3ASR%3AVT%3A002/results/892118147/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:13,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20170919:105100:SR:VT:002,Sample-Routine,Water,,42997,0.452083333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892120378,,,Chlorophyll a,Unfiltered,151.950118,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20170919%3A105100%3ASR%3AVT%3A002/results/892120378/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:30,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0007:20171023:123700:SR:VT:002,Sample-Routine,Water,,43031,0.525694444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0007,UPPER KLAMATH LAKE AT SHOAL WATER BAY,,,,,42.40725,-121.963083,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892121367,,,Chlorophyll a,Unfiltered,59.90497955,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0007%3A20171023%3A123700%3ASR%3AVT%3A002/results/892121367/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:37,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20170925:140500:SR:VT:002,Sample-Routine,Water,,43003,0.586805556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892120724,,,Chlorophyll a,Unfiltered,1251.417244,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20170925%3A140500%3ASR%3AVT%3A002/results/892120724/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:32,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20170501:120000:SR:VT:002,Sample-Routine,Water,,42856,0.5,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892116466,,,Chlorophyll a,Unfiltered,8.81638503,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20170501%3A120000%3ASR%3AVT%3A002/results/892116466/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:01,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20170501:105000:SR:VT:002,Sample-Routine,Water,,42856,0.451388889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892116458,,,Chlorophyll a,Unfiltered,8.426144882,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20170501%3A105000%3ASR%3AVT%3A002/results/892116458/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2021-04-13T17:38:01,STORET
